,state_change_user_id,state_change_date,state,name
0,1,2022-12-13 17:41:08.784481+00:00,1,IVA
1,1,2022-12-13 17:41:08.784508+00:00,1,Base
2,1,2022-12-13 17:41:08.784522+00:00,1,Base + IVA
3,1,2022-12-13 17:41:08.784534+00:00,1,Retefuente
4,1,2022-12-13 17:41:08.784545+00:00,1,Base + IVA - Retefuente
5,1,2022-12-13 17:41:08.784556+00:00,1,Base - Retefuente
