,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,1,2022-04-28 22:01:36.267664+00:00,1,K2C-30-15-B3^2022-01-01,2022-01-01,1500000
1,2,1,2022-04-28 22:01:36.271542+00:00,1,C31-1B-64^2022-01-15,2022-01-15,2000000
2,3,1,2022-04-28 22:01:36.281341+00:00,1,K1B-30-16^2022-01-31,2022-01-31,3000000
3,4,1,2022-04-28 22:01:36.284957+00:00,1,C18-1N-33^2022-01-01,2022-01-01,1000000
4,5,1,2022-04-28 22:01:36.288673+00:00,1,A6N-13N-62-S110^2022-01-30,2022-01-30,500000
