,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date
0,1,2022-04-28 22:07:35.369995+00:00,1,Arriendo Inmueble Comercial^2022-01-01_K2C-30-15-B3^2022-01-01,K2C-30-15-B3^2022-01-01,Arriendo Inmueble Comercial,2022-01-01
1,1,2022-04-28 22:07:35.377863+00:00,1,Arriendo Inmueble Comercial^2022-02-01_K2C-30-15-B3^2022-01-01,K2C-30-15-B3^2022-01-01,Arriendo Inmueble Comercial,2022-02-01
2,1,2022-04-28 22:07:35.388096+00:00,1,Arriendo Inmueble Comercial^2022-03-01_K2C-30-15-B3^2022-01-01,K2C-30-15-B3^2022-01-01,Arriendo Inmueble Comercial,2022-03-01
3,1,2022-04-28 22:07:35.398064+00:00,1,Arriendo Inmueble Comercial^2022-04-01_K2C-30-15-B3^2022-01-01,K2C-30-15-B3^2022-01-01,Arriendo Inmueble Comercial,2022-04-01
