,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
0,1,1,2022-04-28 22:01:36.137287+00:00,1,K2C-30-15-B3^2022-01-01,K2C-30-15-B3,True
1,2,1,2022-04-28 22:01:36.142005+00:00,1,C31-1B-64^2022-01-15,C31-1B-64,True
2,3,1,2022-04-28 22:01:36.146942+00:00,1,K1B-30-16^2022-01-31,K1B-30-16,True
3,4,1,2022-04-28 22:01:36.151898+00:00,1,C18-1N-33^2022-01-01,C18-1N-33,True
4,5,1,2022-04-28 22:01:36.156284+00:00,1,A6N-13N-62-S110^2022-01-30,A6N-13N-62-S110,True
