,state_change_user_id,state_change_date,state,code,subclass_id
0,1,2022-04-28 22:01:36.112923+00:00,1,K2C-30-15-B3^2022-01-01,34
1,1,2022-04-28 22:01:36.117631+00:00,1,C31-1B-64^2022-01-15,34
2,1,2022-04-28 22:01:36.121849+00:00,1,K1B-30-16^2022-01-31,34
3,1,2022-04-28 22:01:36.125792+00:00,1,C18-1N-33^2022-01-01,34
4,1,2022-04-28 22:01:36.129824+00:00,1,A6N-13N-62-S110^2022-01-30,34
