,state_change_user_id,state_change_date,state,type,use,code,address_id,total_area
58,1,2022-10-25 18:41:55.482673+00:00,1,3,2,C18-1N-33,C18-1N-33,126
59,1,2022-10-25 18:41:55.482688+00:00,1,3,2,C18-1N-39,C18-1N-39,324
60,1,2022-10-25 18:41:55.482715+00:00,1,3,2,C18-1N-41,C18-1N-41,326
61,1,2022-10-25 18:41:55.482729+00:00,1,3,2,C18-1N-43,C18-1N-43,214
62,1,2022-10-25 18:41:55.482743+00:00,1,3,2,C30-1B-13,C30-1B-13,70
63,1,2022-10-25 18:41:55.482757+00:00,1,3,2,C30-1B-15-B1,C30-1B-15-B1,82
64,1,2022-10-25 18:41:55.482771+00:00,1,3,2,C30-1B-15-B2,C30-1B-15-B2,131
65,1,2022-10-25 18:41:55.482785+00:00,1,3,2,C30-1B-15-B3,C30-1B-15-B3,132
66,1,2022-10-25 18:41:55.482800+00:00,1,3,2,C30-1B-15-B5,C30-1B-15-B5,121
67,1,2022-10-25 18:41:55.482814+00:00,1,3,2,C30-1B-27,C30-1B-27,505
68,1,2022-10-25 18:41:55.482828+00:00,1,3,2,C30-1B-31,C30-1B-31,480
69,1,2022-10-25 18:41:55.482842+00:00,1,3,2,C31-1B-24,C31-1B-24,679
70,1,2022-10-25 18:41:55.482856+00:00,1,3,2,C31-1B-34,C31-1B-34,722
71,1,2022-10-25 18:41:55.482870+00:00,1,3,2,C31-1B-4,C31-1B-4,986
72,1,2022-10-25 18:41:55.482883+00:00,1,3,2,C31-1B-44,C31-1B-44,513
73,1,2022-10-25 18:41:55.482897+00:00,1,3,2,C31-1B-54,C31-1B-54,464
74,1,2022-10-25 18:41:55.482911+00:00,1,3,2,C31-1B-64,C31-1B-64,416
75,1,2022-10-25 18:41:55.482924+00:00,1,3,2,C31-1B-74,C31-1B-74,454
76,1,2022-10-25 18:41:55.482938+00:00,1,3,2,C31-1B-80,C31-1B-80,288
77,1,2022-10-25 18:41:55.482953+00:00,1,1,1,K1-17-37,K1-17-37,116
78,1,2022-10-25 18:41:55.482967+00:00,1,1,1,K1-17-43,K1-17-43,145
79,1,2022-10-25 18:41:55.482980+00:00,1,1,1,K1-17-47,K1-17-47,145
80,1,2022-10-25 18:41:55.482994+00:00,1,1,1,K1-17-53,K1-17-53,145
81,1,2022-10-25 18:41:55.483008+00:00,1,1,1,K1-17-57,K1-17-57,257
82,1,2022-10-25 18:41:55.483022+00:00,1,1,1,K1-17-65,K1-17-65,600
83,1,2022-10-25 18:41:55.483035+00:00,1,3,2,K1-35-29-B11,K1-35-29-B11,555
84,1,2022-10-25 18:41:55.483049+00:00,1,3,2,K1-35-29-B9,K1-35-29-B9,522
85,1,2022-10-25 18:41:55.483063+00:00,1,3,2,K1B-30-16,K1B-30-16,486
86,1,2022-10-25 18:41:55.483077+00:00,1,3,2,K1B-30-34,K1B-30-34,864
87,1,2022-10-25 18:41:55.483090+00:00,1,3,2,K1B-30-52,K1B-30-52,243
88,1,2022-10-25 18:41:55.483104+00:00,1,3,2,K1B-30-76,K1B-30-76,260
89,1,2022-10-25 18:41:55.483117+00:00,1,3,2,K2C-29-36,K2C-29-36,304
90,1,2022-10-25 18:41:55.483131+00:00,1,3,2,K2C-30-15-B2,K2C-30-15-B2,1117
91,1,2022-10-25 18:41:55.483145+00:00,1,3,2,K2C-30-15-B3,K2C-30-15-B3,372
92,1,2022-10-25 18:41:55.483158+00:00,1,3,2,K2C-30-27,K2C-30-27,484
93,1,2022-10-25 18:41:55.483173+00:00,1,3,2,K2C-30-29,K2C-30-29,639
94,1,2022-10-25 18:41:55.483187+00:00,1,3,2,K2C-30-3,K2C-30-3,670
95,1,2022-10-25 18:41:55.483202+00:00,1,3,2,K2C-30-51,K2C-30-51,320
96,1,2022-10-25 18:41:55.483216+00:00,1,3,2,K2C-30-9,K2C-30-9,450
