,state_change_user_id,state_change_date,state,name
0,1,2022-07-14 00:28:38.044142+00:00,1,Arriendo Inmueble Residencial
1,1,2022-07-14 00:28:38.044161+00:00,1,Arriendo Inmueble Comercial
