,id,state_change_user_id,state_change_date,state,factor_id,validity_date,amount,percentage,in_instance_attribute
0,1,1,2022-10-12 17:44:32.532111+00:00,1,IVA,2020-01-01,0,19.000,
1,2,1,2022-10-12 17:44:32.532181+00:00,1,Base,2020-01-01,0,100.000,
