,state_change_user_id,state_change_date,state,name
0,1,2022-11-22 19:51:12.241828+00:00,1,IVA
1,1,2022-11-22 19:51:12.241853+00:00,1,Base
2,1,2022-11-22 19:51:12.241867+00:00,1,Base + IVA
3,1,2022-11-22 19:51:12.241878+00:00,1,Retefuente
4,1,2022-11-22 19:51:12.241888+00:00,1,Base + IVA - Retefuente
5,1,2022-11-22 19:51:12.241898+00:00,1,Base - Retefuente
