,state_change_user_id,state_change_date,state,name,controlled_value,relation_dependant
0,1,2022-10-12 17:44:41.536799+00:00,1,Causacion Arriendo Inmueble,True,False
1,1,2022-10-12 17:44:41.536851+00:00,1,Facturacion Arriendo sin IVA,True,False
2,1,2022-10-12 17:44:41.536878+00:00,1,Facturacion Arriendo Inmueble con IVA sin ReteFuente,True,False
3,1,2022-10-12 17:44:41.536955+00:00,1,Facturacion Arriendo Inmueble con IVA con ReteFuente,True,False
4,1,2022-10-12 17:44:41.536990+00:00,1,Facturacion Arriendo Inmueble con IVA con ReteFuente y ReteIVA,True,False
5,1,2022-10-12 17:44:41.537085+00:00,1,Ingreso Arriendo sin IVA,True,False
6,1,2022-10-12 21:28:45.879911+00:00,1,Facturacion Arriendo Inmueble con IVA y Retefuente,True,False
7,1,2022-10-12 21:29:32.312378+00:00,1,Ingreso Arriendo con IVA y Retefuente,True,False
8,1,2022-10-12 21:29:52.336293+00:00,1,Ingreso Arriendo con IVA sin Retefuente,True,False
