,state_change_user_id,state_change_date,state,name,abreviation
0,1,2022-10-12 17:44:44.623389+00:00,1,Factura de Venta,FV
1,1,2022-10-12 17:44:44.623418+00:00,1,Causación,CA
2,1,2022-10-12 17:44:44.623432+00:00,1,Recibo de Caja,RC
