code,accountable_ptr_id,doc_date,start_date,end_date,concept_formset_dict
A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207^2004-03-01,2004-03-01,2022-01-01,2022-03-31,"[{'accountable': <Lease_Realty: A6N-13N-62-S207^2004-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 485000}, {'accountable': <Lease_Realty: A6N-13N-62-S207^2004-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 485000}, {'accountable': <Lease_Realty: A6N-13N-62-S207^2004-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 480968}]"
A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208^2021-10-01,2021-10-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S208^2021-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209^2006-03-21,2006-03-21,2021-12-21,,"[{'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 12, 21), 'value': 465000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 21), 'value': 465000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 21), 'value': 465000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 21), 'value': 476000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 21), 'value': 476000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 21), 'value': 476000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 21), 'value': 476000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 21), 'value': 476000}, {'accountable': <Lease_Realty: A6N-13N-62-S209^2006-03-21>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 21), 'value': 476000}]"
A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210^2017-03-20,2017-03-20,2021-12-20,2022-03-19,"[{'accountable': <Lease_Realty: A6N-13N-62-S210^2017-03-20>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 12, 20), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S210^2017-03-20>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 20), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S210^2017-03-20>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 20), 'value': 460929}]"
A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211^2017-03-08,2017-03-08,2022-01-08,,"[{'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 8), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 8), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 8), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 8), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 8), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 8), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 8), 'value': 478000}, {'accountable': <Lease_Realty: A6N-13N-62-S211^2017-03-08>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 8), 'value': 478000}]"
A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212^2011-09-01,2011-09-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S212^2011-09-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 467000}]"
A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214^2018-10-01,2018-10-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 467000}, {'accountable': <Lease_Realty: A6N-13N-62-S214^2018-10-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 467000}]"
A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217^2018-12-01,2018-12-01,2021-11-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 11, 1), 'value': 472000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 12, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 496000}, {'accountable': <Lease_Realty: A6N-13N-62-S217^2018-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 496000}]"
A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219^2004-02-09,2004-02-09,2022-01-09,,"[{'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 9), 'value': 468000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 9), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S219^2004-02-09>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 9), 'value': 480000}]"
A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221^2018-06-15,2018-06-15,2022-01-15,,"[{'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 15), 'value': 342000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 15), 'value': 342000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 15), 'value': 342000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 15), 'value': 342000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 15), 'value': 342000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 15), 'value': 370000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 15), 'value': 370000}, {'accountable': <Lease_Realty: A6N-13N-62-S221^2018-06-15>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 15), 'value': 370000}]"
A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222^2022-06-01,2022-06-01,2022-06-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S222^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 570000}, {'accountable': <Lease_Realty: A6N-13N-62-S222^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 570000}, {'accountable': <Lease_Realty: A6N-13N-62-S222^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 570000}]"
A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301^2021-08-01,2021-08-01,2022-01-01,2022-07-31,"[{'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 830000}, {'accountable': <Lease_Realty: A6N-13N-62-S301^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 803226}]"
A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302^2021-08-01,2021-08-01,2021-12-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 12, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S302^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 780000}]"
A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303^2022-03-01,2022-03-01,2022-02-07,,"[{'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 7), 'value': 550000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S303^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 700000}]"
A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304^2022-04-01,2022-04-01,2022-04-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S304^2022-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S304^2022-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S304^2022-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S304^2022-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 700000}, {'accountable': <Lease_Realty: A6N-13N-62-S304^2022-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 700000}]"
A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305^2021-02-01,2021-02-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 750000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 785000}, {'accountable': <Lease_Realty: A6N-13N-62-S305^2021-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 785000}]"
A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306^2018-06-01,2018-06-01,2021-11-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 11, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2021, 12, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 458000}, {'accountable': <Lease_Realty: A6N-13N-62-S306^2018-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 458000}]"
A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308^2022-03-01,2022-03-01,2022-03-01,2022-05-31,"[{'accountable': <Lease_Realty: A6N-13N-62-S308^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S308^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S308^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 377419}]"
A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308^2022-07-01,2022-07-01,2022-07-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S308^2022-07-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S308^2022-07-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309^2022-03-01,2022-03-01,2022-03-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S309^2022-03-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310^2021-12-01,2021-12-01,2022-01-01,2022-01-31,"[{'accountable': <Lease_Realty: A6N-13N-62-S310^2021-12-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 377419}]"
