class,code,name
PUC,253005,primas
PUC,253010,auxilios
PUC,253015,dotacion y suministro a trabajadores
PUC,253020,bonificaciones
PUC,253025,seguros
PUC,253095,otras
PUC,2532,pensiones por pagar
PUC,2535,cuotas partes pensiones de jubilacion
PUC,2540,indemnizaciones laborales
PUC,26,pasivos estimados y provisiones
PUC,2605,para costos y gastos
PUC,260505,intereses
PUC,260510,comisiones
PUC,260515,honorarios
PUC,260520,servicios tecnicos
PUC,260525,"transportes, fletes y acarreos"
PUC,260530,gastos de viaje
PUC,260535,servicios publicos
PUC,260540,regalias
PUC,260545,garantias
PUC,260550,materiales y repuestos
PUC,260595,otros
PUC,2610,para obligaciones laborales
PUC,261005,cesantias
PUC,261010,intereses sobre cesantias
PUC,261015,vacaciones
PUC,261020,prima de servicios
PUC,261025,prestaciones extralegales
PUC,261030,viaticos
PUC,261095,otras
PUC,2615,para obligaciones fiscales
PUC,261505,de renta y complementarios
PUC,261510,de industria y comercio
PUC,261515,tasa por utilizacion de puertos
PUC,261520,de vehiculos
PUC,261525,de hidrocarburos y minas
PUC,261595,otros
PUC,2620,pensiones de jubilacion
PUC,262005,calculo actuarial pensiones de jubilacion
PUC,262010,pensiones de jubilacion por amortizar (db)
PUC,2625,para obras de urbanismo
PUC,262505,acueducto y alcantarillado
PUC,262510,energia electrica
PUC,262515,telefonos
PUC,262595,otros
PUC,2630,para mantenimiento y reparaciones
PUC,263005,terrenos
PUC,263010,construcciones y edificaciones
PUC,263015,maquinaria y equipo
PUC,263020,equipo de oficina
PUC,263025,equipo de computacion y comunicacion
PUC,263030,equipo medico - cientifico
PUC,263035,equipo de hoteles y restaurantes
PUC,263040,flota y equipo de transporte
PUC,263045,flota y equipo fluvial y/o maritimo
PUC,263050,flota y equipo aereo
PUC,263055,flota y equipo ferreo
PUC,263060,acueductos plantas y redes
PUC,263065,armamento de vigilancia
PUC,263070,envases y empaques
PUC,263075,plantaciones agricolas y forestales
PUC,263080,vias de cumunicacion
PUC,263085,pozos artesianos
PUC,263095,otros
PUC,2635,para contingencias
PUC,263505,multas y sanciones autoridades administrativas
PUC,263510,intereses por multas y sanciones
PUC,263515,reclamos
PUC,263520,laborales
PUC,263525,civiles
PUC,263530,penales
PUC,263535,administrativos
PUC,263540,comerciales
PUC,263595,otras
PUC,2640,para obligaciones de garantias
PUC,2695,provisiones diversas
PUC,269505,para beneficencia
PUC,269510,para comunicaciones
PUC,269515,para perdida en transporte
PUC,269520,para operacion
PUC,269525,para proteccion de bienes agotables
PUC,269530,para ajustes en redencion de unidades
PUC,269535,autoseguro
PUC,269540,planes y programas de reforestacion y electrificacion
PUC,269595,otras
PUC,27,diferidos
PUC,2705,ingresos recibidos por anticipado
PUC,270505,intereses
PUC,270510,comisiones
PUC,270515,arrendamientos
PUC,270520,honorarios
PUC,270525,servicios tecnicos
PUC,270530,de suscriptores
PUC,270535,"transportes, fletes y acarreos"
PUC,270540,mercancia en transito ya vendida
PUC,270545,matriculas y pensiones
PUC,270550,cuotas de administracion
PUC,270595,otros
PUC,2710,abonos diferidos
PUC,271005,reajuste del sistema
PUC,2715,utilidad diferida en ventas a plazos
PUC,2720,credito por correccion monetaria diferida
PUC,2725,impuestos diferidos
PUC,272505,por depreciacion flexible
PUC,272595,diversos
PUC,272599,ajustes por inflacion
PUC,28,otros pasivos
PUC,2805,anticipos y avances recibidos
PUC,280505,de clientes
PUC,280510,sobre contratos
PUC,280515,para obras en proceso
PUC,280595,otros
PUC,2810,depositos recibidos
PUC,281005,para futura suscripcion de acciones
PUC,281010,para futuro pago de cuotas o derechos sociales
PUC,281015,para garantia en la prestacion de servicios
PUC,281020,para garantia de contratos
PUC,281025,de licitaciones
PUC,281030,de manejo de bienes
PUC,281035,fondo de reserva
PUC,281095,otros
PUC,2815,ingresos recibidos para terceros
PUC,281505,valores recibidos para terceros
PUC,281510,venta por cuenta de terceros
PUC,2820,cuentas de operacion conjunta
PUC,2825,retenciones a terceros sobre contratos
PUC,282505,cumplimiento obligaciones laborales
PUC,282510,para estabilidad de obra
PUC,282515,garantia cumplimiento de contratos
PUC,2830,embargos judiciales
PUC,283005,indemnizaciones
PUC,283010,depositos judiciales
PUC,2835,acreedores del sistema
PUC,283505,cuotas netas
PUC,283510,grupos en formacion
PUC,2840,cuentas en participacion
PUC,2895,diversos
PUC,289505,prestamos de productos
PUC,289510,reembolso de costos exploratorios
PUC,289515,programa de extension agropecuaria
PUC,29,bonos y papeles comerciales
PUC,2905,bonos en circulacion
PUC,290505,garantia general
PUC,290510,garantia especifica
PUC,2910,bonos obligatoriamente convertibles en acciones
PUC,2915,papeles comerciales
PUC,3,patrimonio
PUC,31,capital social
PUC,3105,capital suscrito y pagado
PUC,310505,capital autorizado
PUC,310510,capital por suscribir (db)
PUC,310515,capital suscrito por cobrar (db)
PUC,3110,"acciones, cuotas o partes de interes social propias readquiridas (db)"
PUC,311005,acciones propias readquiridas (db)
PUC,311010,cuotas o partes de interes social propias readquiridas (db)
PUC,3115,aportes sociales
PUC,311505,cuotas o partes de interes social
PUC,311510,aportes de socios - fondo mutuo de inversion
PUC,311515,contribucion de la empresa - fondo mutuo de inversion
PUC,311520,suscripciones del publico
PUC,3120,capital asignado
PUC,3125,inversion suplementaria al capital asignado
PUC,3130,capital de personas naturales
PUC,3135,aportes del estado
PUC,3140,fondo social
PUC,32,superavit de capital
PUC,3205,"prima en colocacion de acciones, cuotas o partes de interes"
PUC,320505,prima en colocacion de acciones
PUC,320510,prima en colocacion de acciones por cobrar (db)
PUC,320515,prima en colocacion de cuotas o partes de interes social
PUC,3210,donaciones
PUC,321005,en dinero
PUC,321010,en valores mobiliarios
PUC,321015,en bienes muebles
PUC,321020,en bienes inmuebles
PUC,321025,en intangibles
PUC,3215,credito mercantil
PUC,33,reservas
PUC,3305,reservas obligatorias
PUC,330505,reserva legal
PUC,330510,reservas por disposiciones fiscales
PUC,330515,reserva para readquisicion de acciones
PUC,330517,reserva para readquisicion de cuotas o partes de interes social
PUC,330520,reserva para extension agropecuaria
PUC,330525,reserva ley 7a. de 1990
PUC,330530,reserva para reposicion de semovientes
PUC,330535,reserva ley 4a de 1980
PUC,330595,otras
PUC,3310,reservas estatutarias
PUC,331005,para futuras capitalizaciones
PUC,331010,para reposicion de activos
PUC,331015,para futuros ensanches
PUC,331095,otras
PUC,3315,reservas ocasionales
PUC,331505,para beneficencia y civismo
PUC,331510,para futuras capitalizaciones
PUC,331515,para futuros ensanches
PUC,331520,para adquisicion o reposicion de propiedades planta y equipo
PUC,331525,para investigaciones y desarrollo
PUC,331530,para fomento economico
PUC,331535,para capital de trabajo
PUC,331540,para estabilizacion de rendimientos
PUC,331545,a disposicion del maximo organo social
PUC,331595,otras
PUC,34,revalorizacion del patrimonio
PUC,3405,ajustes por inflacion
PUC,340505,de capital social
PUC,340510,de superavit de capital
PUC,340515,de reservas
PUC,340520,de resultados de ejercicios anteriores
PUC,340525,de activos en periodo improductivo
PUC,3410,saneamiento fiscal
PUC,3415,ajustes por inflacion decreto 3019 de 1989
PUC,35,"dividendos o participaciones decretados en acciones, cuotas o partes de interes social"
PUC,3505,dividendos decretados en acciones
PUC,3510,participaciones decretadas en cuotas o partes de interes social
PUC,36,resultados del ejercicio
PUC,3605,utilidad del ejercicio
PUC,360505,utilidad del ejercicio
PUC,360510,utilidad por exposicion a la inflacion
PUC,3610,perdida del ejercicio
PUC,361005,perdida del ejercicio
PUC,361010,perdida por exposicion a la inflacion
PUC,37,resultados de ejercicios anteriores
PUC,3705,utilidades o excedentes acumulados
PUC,3710,perdidas acumuladas
PUC,38,superavit por valorizaciones
PUC,3805,de inversiones
PUC,380505,acciones
PUC,380510,cuotas o partes de interes social
PUC,380515,derechos fiduciarios
PUC,3810,de propiedades planta y equipo
PUC,381004,terrenos
PUC,381006,materiales proyectos petroleros
PUC,381008,construcciones y edificaciones
PUC,381012,maquinaria y equipo
PUC,381016,equipo de oficina
PUC,381020,equipo de computacion y comunicacion
PUC,381024,equipo medico cientifico
PUC,381028,equipo de hoteles y restaurantes
PUC,381032,flota y equipo de transporte
PUC,381036,flota y equipo fluvial y/o maritimo
PUC,381040,flota y equipo aereo
PUC,381044,flota y equipo ferreo
PUC,381048,acueductos plantas y redes
PUC,381052,armamento de vigilancia
PUC,381056,envases y empaques
PUC,381060,plantaciones agricolas y forestales
PUC,381064,vias de comunicacion
PUC,381068,minas y canteras
PUC,381072,pozos artesianos
PUC,381076,yacimientos
PUC,381080,semovientes
PUC,3895,de otros activos
PUC,389505,bienes de arte y cultura
PUC,389510,bienes entregados en comodato
PUC,389515,bienes recibidos en pago
PUC,389520,inventario de semovientes
PUC,4,ingresos
PUC,41,operacionales
PUC,4105,"agricultura, ganaderia, caza y silvicultura"
PUC,410505,cultivo de cereales
PUC,410510,"cultivos de hortalizas, legumbres y plantas ornamentales"
PUC,410515,"cultivos de frutas, nueces y plantas aromaticas"
PUC,410520,cultivo de cafe
PUC,410525,cultivo de flores
PUC,410530,cultivo de caña de azucar
PUC,410535,cultivo de algodon y plantas para material textil
PUC,410540,cultivo de banano
PUC,410545,otros cultivos agricolas
PUC,410550,"cria de ovejas, cabras, asnos, mulas y burdeganos"
PUC,410555,cria de ganado caballar y vacuno.
PUC,410560,produccion avicola
PUC,410565,cria de otros animales
PUC,410570,servicios agricolas y ganaderos
PUC,410575,actividad de caza
PUC,410580,actividad de silvicultura
PUC,410599,ajustes por inflacion
PUC,4110,pesca
PUC,411005,actividad de pesca
PUC,411010,explotacion de criaderos de peces
PUC,411095,actividades conexas
PUC,411099,ajustes por inflacion
PUC,4115,explotacion de minas y canteras
PUC,411505,carbon
PUC,411510,petroleo crudo
PUC,411512,gas natural
PUC,411514,servicios relacionados con extraccion de petroleo y gas
PUC,411515,minerales de hierro
PUC,411520,minerales metaliferos no ferrosos
PUC,411525,"piedra, arena y arcilla"
PUC,411527,piedras preciosas
PUC,411528,oro
PUC,411530,otras minas y canteras
PUC,411532,prestacion de servicios sector minero
PUC,411595,actividades conexas
PUC,411599,ajustes por inflacion
PUC,4120,industrias manufactureras
PUC,412001,produccion y procesamiento de carnes y productos carnicos
PUC,412002,productos de pescado
PUC,412003,"productos de frutas, legumbres y hortalizas"
PUC,412004,elaboracion de aceites y grasas
PUC,412005,elaboracion de productos lacteos
PUC,412006,elaboracion de productos de molineria
PUC,412007,elaboracion de almidones y derivados
PUC,412008,elaboracion de alimentos para animales
PUC,412009,elaboracion de productos para panaderia
PUC,412010,elaboracion de azucar y melazas
PUC,412011,"elaboracion de cacao, chocolate y confiteria"
PUC,412012,elaboracion de pastas  y productos farinaceos
PUC,412013,elaboracion de productos de cafe
PUC,412014,elaboracion de otros productos alimenticios
PUC,412015,elaboracion de bebidas alcoholicas y alcohol etilico
PUC,412016,elaboracion de vinos
PUC,412017,elaboracion de bebidas malteadas y de malta
PUC,412018,elaboracion de bebidas no alcoholicas
PUC,412019,elaboracion de productos de tabaco
PUC,412020,preparacion e hilatura de fibras textiles y tejeduria
PUC,412021,acabado de productos textiles
PUC,412022,elaboracion de articulos de materiales textiles
PUC,412023,elaboracion de tapices y alfombras
PUC,412024,"elaboracion de cuerdas, cordeles, bramantes y redes"
PUC,412025,elaboracion de otros productos textiles
PUC,412026,elaboracion de tejidos
PUC,412027,elaboracion de prendas de vestir
PUC,412028,"preparacion, adobo y teñido de pieles"
PUC,412029,"curtido, adobo o preparacion de cuero"
PUC,412030,"elaboracion de maletas, bolsos y similares"
PUC,412031,elaboracion de calzado
PUC,412032,"produccion de madera, articulos de madera y corcho"
PUC,412033,"elaboracion de pasta y productos de madera, papel y carton"
PUC,412034,ediciones y publicaciones
PUC,412035,impresion
PUC,412036,servicios relacionados con la edicion y la impresion
PUC,412037,reproduccion de grabaciones
PUC,412038,elaboracion de productos de horno de coque
PUC,412039,elaboracion de productos de la refinacion de petroleo
PUC,412040,elaboracion de sustancias quimicas basicas
PUC,412041,elaboracion de abonos y compuestos de nitrogeno
PUC,412042,elaboracion de plastico y caucho sintetico
PUC,412043,elaboracion de productos quimicos de uso agropecuario
PUC,412044,"elaboracion de pinturas, tintas y masillas"
PUC,412045,elaboracion de productos farmaceuticos y botanicos
PUC,412046,"elaboracion de jabones, detergentes y preparados de tocador"
PUC,412047,elaboracion de otros productos quimicos
PUC,412048,elaboracion de fibras
PUC,412049,elaboracion de otros productos de caucho
PUC,412050,elaboracion de productos de plastico
PUC,412051,elaboracion de vidrio y productos de vidrio
PUC,412052,"elaboracion de productos de ceramica, loza, piedra, arcilla y porcelana"
PUC,412053,"elaboracion de cemento, cal y yeso"
PUC,412054,"elaboracion de articulos de hormigon, cemento y yeso"
PUC,412055,"corte, tallado y acabado de la piedra"
PUC,412056,elaboracion de otros productos minerales no metalicos
PUC,412057,industrias basicas y fundicion de hierro y acero
PUC,412058,productos primarios de metales preciosos y de metales no ferrosos
PUC,412059,fundicion de metales no ferrosos
PUC,412060,fabricacion de productos metalicos para uso estructural
PUC,412061,"forja, prensado, estampado, laminado de metal y pulvimetalurgia"
PUC,412062,revestimiento de metales y obras de ingenieria mecanica
PUC,412063,fabricacion de articulos de ferreteria
PUC,412064,elaboracion de otros productos de metal
PUC,412065,fabricacion de maquinaria y equipo
PUC,412066,fabricacion de equipos de elevacion y manipulacion
PUC,412067,elaboracion de aparatos de uso domestico
PUC,412068,elaboracion de equipo de oficina
PUC,412069,elaboracion de pilas y baterias primarias
PUC,412070,elaboracion de equipo de iluminacion
PUC,412071,elaboracion de otros tipos de equipo electrico
PUC,412072,"fabricacion de equipos de radio, television y comunicaciones"
PUC,412073,fabricacion de aparatos e instrumentos medicos
PUC,412074,fabricacion de instrumentos de medicion y control
PUC,412075,fabricacion de instrumentos de optica y equipo fotografico
PUC,412076,fabricacion de relojes
PUC,412077,fabricacion de vehiculos automotores
PUC,412078,fabricacion de carrocerias para automotores
PUC,412079,fabricacion de partes piezas y accesorios para automotores
PUC,412080,fabricacion y reparacion de buques y otras embarcaciones
PUC,412081,fabricacion de locomotoras y material rodante para ferrocarriles
PUC,412082,fabricacion de aeronaves
PUC,412083,fabricacion de motocicletas
PUC,412084,fabricacion de bicicletas y sillas de ruedas
PUC,412085,fabricacion de otros tipos de transporte
PUC,412086,fabricacion de muebles
PUC,412087,fabricacion de joyas y articulos conexos
PUC,412088,fabricacion de instrumentos de musica
PUC,412089,fabricacion de articulos y equipo para deporte
PUC,412090,fabricacion de juegos y juguetes
PUC,412091,reciclamiento de desperdicios
PUC,412095,productos de otras industrias manufactureras
PUC,412099,ajustes por inflacion
PUC,4125,"suministro de electricidad, gas y agua"
PUC,412505,"generacion, captacion y distribucion de energia electrica"
PUC,412510,fabricacion de gas y distribucion de combustibles gaseosos
PUC,412515,"captacion, depuracion y distribucion de agua"
PUC,412595,actividades conexas
PUC,412599,ajustes por inflacion
PUC,4130,construccion
PUC,413005,preparacion de terrenos
PUC,413010,construccion de edificios y obras de ingenieria civil
PUC,413015,acondicionamiento de edificios
PUC,413020,terminacion de edificaciones
PUC,413025,alquiler de equipo con operarios
PUC,413095,actividades conexas
PUC,413099,ajustes por inflacion
PUC,4135,comercio al por mayor y al por menor
PUC,413502,venta de vehiculos automotores
PUC,413504,"mantenimiento, reparacion y lavado de vehiculos automotores"
PUC,413506,"venta de partes, piezas y accesorios de vehiculos automotores"
PUC,413508,"venta de combustibles solidos, liquidos, gaseosos"
PUC,413510,"venta de lubricantes, aditivos, llantas y lujos para automotores"
PUC,413512,venta a cambio de retribucion o por contrata
PUC,413514,"venta de insumos, materias primas agropecuarias y flores"
PUC,413516,venta de otros insumos y materias primas no agropecuarias
PUC,413518,venta de animales vivos y cueros
PUC,413520,venta de productos en almacenes no especializados
PUC,413522,venta de productos agropecuarios
PUC,413524,"venta de productos textiles, de vestir, de cuero y calzado"
PUC,413526,venta de papel y carton
PUC,413528,"venta de libros, revistas, elementos de papeleria, utiles y textos escolares"
PUC,413530,"venta de juegos, juguetes y articulos deportivos"
PUC,413532,venta de instrumentos quirurgicos y ortopedicos
PUC,413534,venta de articulos en relojerias y joyerias
PUC,413536,venta de electrodomesticos y muebles
PUC,413538,"venta de productos de aseo, farmaceuticos, medicinales, y articulos de tocador"
PUC,413540,"venta de cubiertos, vajillas, cristaleria, porcelanas, ceramicas y otros articulos de uso domestico"
PUC,413542,"venta de materiales de construccion, fontaneria y calefaccion"
PUC,413544,venta de pinturas y lacas
PUC,413546,venta de productos de vidrios y marqueteria
PUC,413548,venta de herramientas y articulos de ferreteria
PUC,413550,venta de quimicos
PUC,413552,"venta de productos intermedios, desperdicios y desechos"
PUC,413554,"venta de maquinaria, equipo de oficina y programas de computador"
PUC,413556,venta de articulos en cacharrerias y miscelaneas
PUC,413558,venta de instrumentos musicales
PUC,413560,venta de articulos en casas de empeño y prenderias
PUC,413562,venta de equipo fotografico
PUC,413564,venta de equipo optico y de precision
PUC,413566,venta de empaques
PUC,413568,venta de equipo profesional y cientifico
PUC,413570,"venta de loterias, rifas, chance, apuestas y similares"
PUC,413572,reparacion de efectos personales y electrodomesticos
PUC,413595,venta de otros productos
PUC,413599,ajustes por inflacion
PUC,4140,hoteles y restaurantes
PUC,414005,hoteleria
PUC,414010,campamento y otros tipos de hospedaje
PUC,414015,restaurantes
PUC,414020,bares y cantinas
PUC,414095,actividades conexas
PUC,414099,ajustes por inflacion
PUC,4145,"transporte, almacenamiento y comunicaciones"
PUC,414505,servicio de transporte por carretera
PUC,414510,servicio de transporte por via ferrea
PUC,414515,servicio de transporte por via acuatica
PUC,414520,servicio de transporte por via aerea
PUC,414525,servicio de transporte por tuberias
PUC,414530,manipulacion de carga
PUC,414535,almacenamiento y deposito
PUC,414540,servicios complementarios para el transporte
PUC,414545,agencias de viaje
PUC,414550,otras agencias de transporte
PUC,414555,servicio postal y de correo
PUC,414560,servicio telefonico
PUC,414565,servicio de telegrafo
PUC,414570,servicio de transmision de datos
PUC,414575,servicio de radio y television por cable
PUC,414580,transmision de sonido e imagenes por contrato
PUC,414595,actividades conexas
PUC,414599,ajustes por inflacion
PUC,4150,actividad financiera
PUC,415005,venta de inversiones
PUC,415010,dividendos de sociedades anonimas y/o asimiladas
PUC,415015,participaciones de sociedades limitadas y/o asimiladas
PUC,415020,intereses
PUC,415025,reajuste monetario - upac
PUC,415030,comisiones
PUC,415035,operaciones de descuento
PUC,415040,cuotas de inscripcion - consorcios
PUC,415045,cuotas de administracion - consorcios
PUC,415050,reajuste del sistema - consorcios
PUC,415055,eliminacion de suscriptores - consorcios
PUC,415060,cuotas de ingreso o retiro - sociedad administradora
PUC,415065,servicios a comisionistas
PUC,415070,inscripciones y cuotas
PUC,415075,recuperacion de garantias
PUC,415095,actividades conexas
PUC,415099,ajustes por inflacion
PUC,4155,"actividades inmobiliarias, empresariales y de alquiler"
PUC,415505,arrendamientos de bienes inmuebles
PUC,415510,inmobiliarias por retribucion o contrata
PUC,415515,alquiler equipo de transporte
PUC,415520,alquiler maquinaria y equipo
PUC,415525,alquiler de efectos personales y enseres domesticos
PUC,415530,consultoria en equipo y programas de informatica
PUC,415535,procesamiento de datos
PUC,415540,mantenimiento y reparacion de maquinaria de oficina
PUC,415545,investigaciones cientificas y de desarrollo
PUC,415550,actividades empresariales de consultoria
PUC,415555,publicidad
PUC,415560,dotacion de personal
PUC,415565,investigacion y seguridad
PUC,415570,limpieza de inmuebles
PUC,415575,fotografia
PUC,415580,envase y empaque
PUC,415585,fotocopiado
PUC,415590,mantenimiento y reparacion de maquinaria y equipo
PUC,415595,actividades conexas
PUC,415599,ajustes por inflacion
PUC,4160,enseñanza
PUC,416005,actividades relacionadas con la educacion
PUC,416095,actividades conexas
PUC,416099,ajustes por inflacion
PUC,4165,servicios sociales y de salud
PUC,416505,servicio hospitalario
PUC,416510,servicio medico
PUC,416515,servicio odontologico
PUC,416520,servicio de laboratorio
PUC,416525,actividades veterinarias
PUC,416530,actividades de servicios sociales
PUC,416595,actividades conexas
PUC,416599,ajustes por inflacion
PUC,4170,"otras actividades de servicios comunitarios, sociales y personales"
PUC,417005,eliminacion de desperdicios y aguas residuales
PUC,417010,actividades de asociacion
PUC,417015,produccion y distribucion de filmes y videocintas
PUC,417020,exhibicion de filmes y videocintas
PUC,417025,actividad de radio y television
PUC,417030,"actividad teatral, musical y artistica"
PUC,417035,grabacion y produccion de discos
PUC,417040,entretenimiento y esparcimiento
PUC,417045,agencias de noticias
PUC,417050,lavanderias y similares
PUC,417055,peluquerias y similares
PUC,417060,servicios funerarios
PUC,417065,zonas francas
PUC,417095,actividades conexas
PUC,417099,ajustes por inflacion
PUC,4175,"devoluciones, rebajas y descuentos en ventas (db)"
PUC,417599,ajustes por inflacion
PUC,42,no operacionales
PUC,4205,otras ventas
PUC,420505,materia prima
PUC,420510,material de desecho
PUC,420515,materiales varios
PUC,420520,productos de diversificacion
PUC,420525,excedentes de exportacion
PUC,420530,envases y empaques
PUC,420535,productos agricolas
PUC,420540,de propaganda
PUC,420545,productos en remate
PUC,420550,combustibles y lubricantes
PUC,420599,ajustes por inflacion
PUC,4210,financieros
PUC,421005,intereses
PUC,421010,reajuste monetario - upac
PUC,421015,descuentos amortizados
PUC,421020,diferencia en cambio
PUC,421025,financiacion vehiculos
PUC,421030,financiacion sistemas de viajes
PUC,421035,aceptaciones bancarias
PUC,421040,descuentos comerciales condicionados
PUC,421045,descuentos bancarios
PUC,421050,comisiones cheques de otras plazas
PUC,421055,multas y recargos
PUC,421060,sanciones cheques devueltos
PUC,421095,otros
PUC,421099,ajustes por inflacion
PUC,4215,dividendos y participaciones
PUC,421505,de sociedades anonimas y/o asimiladas
PUC,421510,de sociedades limitadas y/o asimiladas
PUC,421599,ajustes por inflacion
PUC,4220,arrendamientos
PUC,422005,terrenos
PUC,422010,construcciones y edificios
PUC,422015,maquinaria y equipo
PUC,422020,equipo de oficina
PUC,422025,equipo de computacion y comunicacion
PUC,422030,equipo medico - cientifico
PUC,422035,equipo de hoteles y restaurantes
PUC,422040,flota y equipo de transporte
PUC,422045,flota y equipo fluvial y/o maritimo
PUC,422050,flota y equipo aereo
PUC,422055,flota y equipo ferreo
PUC,422060,acueductos plantas y redes
PUC,422062,envases y empaques
PUC,422065,plantaciones agricolas  y forestales
PUC,422070,aerodromos
PUC,422075,semovientes
PUC,422099,ajustes por inflacion
PUC,4225,comisiones
PUC,422505,sobre inversiones
PUC,422510,de concesionarios
PUC,422515,de actividades financieras
PUC,422520,por venta de servicios de taller
PUC,422525,por venta de seguros
PUC,422530,por ingresos para terceros
PUC,422535,por distribucion de peliculas
PUC,422540,derechos de autor
PUC,422545,derechos de programacion
PUC,422599,ajustes por inflacion
PUC,4230,honorarios
PUC,423005,asesorias
PUC,423010,asistencia tecnica
PUC,423015,administracion de vinculadas
PUC,423099,ajustes por inflacion
PUC,4235,servicios
PUC,423505,de bascula
PUC,423510,de transporte
PUC,423515,de prensa
PUC,423520,administrativos
PUC,423525,tecnicos
PUC,423530,de computacion
PUC,423535,de telefax
PUC,423540,taller de vehiculos
PUC,423545,de recepcion de aeronaves
PUC,423550,de transporte programa gas natural
PUC,423555,por contratos
PUC,423560,de trillla
PUC,423565,de mantenimiento
PUC,423570,al personal
PUC,423575,de casino
PUC,423580,fletes
PUC,423585,entre compañias
PUC,423595,otros
PUC,423599,ajustes por inflacion
PUC,4240,utilidad en venta de inversiones
PUC,424005,acciones
PUC,424010,cuotas o partes de interes social
PUC,424015,bonos
PUC,424020,cedulas
PUC,424025,certificados
PUC,424030,papeles comerciales
PUC,424035,titulos
PUC,424045,derechos fiduciarios
PUC,424050,obligatorias
PUC,424095,otras
PUC,424099,ajustes por inflacion
PUC,4245,utilidad en venta de propiedades planta y equipo
PUC,424504,terrenos
PUC,424506,materiales industria petrolera
PUC,424508,construcciones en curso
PUC,424512,maquinaria en montaje
PUC,424516,construcciones y edificaciones
PUC,424520,maquinaria y equipo
PUC,424524,equipo de oficina
PUC,424528,equipo de computacion y comunicacion
PUC,424532,equipo medico - cientifico
PUC,424536,equipo de hoteles y restaurantes
PUC,424540,flota y equipo de transporte
PUC,424544,flota y equipo fluvial y/o maritimo
PUC,424548,flota y equipo aereo
PUC,424552,flota y equipo ferreo
PUC,424556,acueductos plantas y redes
PUC,424560,armamento de vigilancia
PUC,424562,envases y empaques
PUC,424564,plantaciones agricolas  y forestales
PUC,424568,vias de comunicacion
PUC,424572,minas y canteras
PUC,424580,pozos artesianos
PUC,424584,yacimientos
PUC,424588,semovientes
PUC,424599,ajustes por inflacion
PUC,4248,utilidad en venta de otros bienes
PUC,424805,intangibles
PUC,424810,otros activos
PUC,424899,ajustes por inflacion
PUC,4250,recuperaciones
PUC,425005,deudas malas
PUC,425010,seguros
PUC,425015,reclamos
PUC,425020,reintegro por personal en comision
PUC,425025,reintegro garantias
PUC,425030,descuentos concedidos
PUC,425035,reintegro provisiones
PUC,425040,gastos bancarios
PUC,425045,de depreciacion
PUC,425050,reintegro de otros costos y gastos
PUC,425099,ajustes por inflacion
PUC,4255,indemnizaciones
PUC,425505,por siniestro
PUC,425510,por suministros
PUC,425515,lucro cesante compañias de seguros
PUC,425520,daño emergente compañias de seguros
PUC,425525,por perdida de mercancia
PUC,425530,por incumplimiento de contratos
PUC,425535,de terceros
PUC,425540,por incapacidades i.s.s.
PUC,425595,otras
PUC,425599,ajustes por inflacion
PUC,4260,participaciones en concesiones
PUC,426099,ajustes por inflacion
PUC,4265,ingresos de ejercicios anteriores
PUC,426599,ajustes por inflacion
PUC,4275,"devoluciones, rebajas y descuentos en otras ventas (db)"
PUC,427599,ajustes por inflacion
PUC,4295,diversos
PUC,429503,cert
PUC,429505,aprovechamientos
PUC,429507,auxilios
PUC,429509,donaciones
PUC,429511,ingresos por investigacion y desarrollo
PUC,429513,por trabajos ejecutados
PUC,429515,regalias
PUC,429517,derivados de las exportaciones
PUC,429519,otros ingresos de explotacion
PUC,429521,de la actividad ganadera
PUC,429525,derechos y licitaciones
PUC,429530,ingresos por elementos perdidos
PUC,429533,multas y recargos
PUC,429535,preavisos descontados
PUC,429537,reclamos
PUC,429540,recobro de daños
PUC,429543,premios
PUC,429545,bonificaciones
PUC,429547,productos descontados
PUC,429549,reconocimientos i.s.s.
PUC,429551,excedentes
PUC,429553,sobrantes de caja menor
PUC,429555,sobrantes en liquidacion fletes
PUC,429557,subsidios estatales
PUC,429559,capacitacion distribuidores
PUC,429561,de escrituracion
PUC,429563,registro promesas de venta
PUC,429567,"utiles, papeleria y fotocopias"
PUC,429571,resultados matriculas y traspasos
PUC,429573,decoraciones
PUC,429575,manejo de carga
PUC,429579,historia clinica
PUC,429581,ajuste al peso
PUC,429583,llamadas telefonicas
PUC,429599,ajustes por inflacion
PUC,47,ajustes por inflacion
PUC,4705,correccion monetaria
PUC,470505,inversiones (cr)
PUC,470510,inventarios (cr)
PUC,470515,"propiedades, planta y equipo (cr)"
PUC,470520,intangibles (cr)
PUC,470525,activos diferidos
PUC,470530,otros activos (cr)
PUC,470535,pasivos sujetos de ajuste
PUC,470540,patrimonio
PUC,470545,depreciacion acumulada (db)
PUC,470550,depreciacion diferida (cr)
PUC,470555,agotamiento acumulado (db)
PUC,470560,amortizacion acumulada (db)
PUC,470565,ingresos operacionales (db)
PUC,470570,ingresos no operacionales (db)
PUC,470575,gastos operacionales de administracion (cr)
PUC,470580,gastos operacionales de ventas (cr)
PUC,470585,gastos no operacionales (cr)
PUC,470590,compras (cr)
PUC,470592,costo de ventas (cr)
PUC,470594,costos de produccion o de operacion (db)
PUC,5,gastos
PUC,51,operacionales de administracion
PUC,5105,gastos de personal
PUC,510503,salario integral
PUC,510506,sueldos
PUC,510512,jornales
PUC,510515,horas extras y recargos
PUC,510518,comisiones
PUC,510521,viaticos
PUC,510524,incapacidades
